ad_id,provider,target_age,impressions,spend,headline,body
ad_4203,Sezzle,45-54,2818,1764.92,"Buy Now, Pay Later with no hidden fees!","Manage your cash flow better. Buy the essentials today and pay in small, manageable installments. Smart budgeting for your family. No interest fees."
ad_4204,Affirm,45-54,856,2194.13,"Get it now, pay over time.","Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check."
ad_4205,Klarna,18-24,523,965.75,Unlock your purchasing power.,"Manage your cash flow better. Buy the essentials today and pay in small, manageable installments. No credit impact! Treat yourself now. Instant decision."
ad_4206,Affirm,18-24,1345,1967.42,"Buy Now, Pay Later with no hidden fees!","Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free. No credit impact! Treat yourself now. Instant decision."
ad_4207,PayPal Pay Later,45-54,4139,3075.71,Don't wait! Buy today and pay later.,"We help you buy what you want, when you want it. Download the app today."
ad_4208,PayPal Pay Later,35-44,2667,2283.49,Unlock your purchasing power.,Don't let tight budgets hold you back. Flexible payment options available now! Smart budgeting for your family. No interest fees.
ad_4209,PayPal Pay Later,25-34,1575,1549.37,Unlock your purchasing power.,"We help you buy what you want, when you want it. Download the app today. No credit impact! Treat yourself now. Instant decision."
ad_4210,Zip,25-34,6971,320.4,Unlock your purchasing power.,"Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free. No credit impact! Treat yourself now. Instant decision."
ad_4211,PayPal Pay Later,35-44,1252,4323.36,Zero interest when you pay in 4.,Instant approval! Just select our payment option at checkout. Smart budgeting for your family. No interest fees.
ad_4212,Sezzle,18-24,25148,271.52,Zero interest when you pay in 4.,"We help you buy what you want, when you want it. Download the app today. No credit impact! Treat yourself now. Instant decision."
ad_4213,Sezzle,25-34,3335,4456.21,"Buy Now, Pay Later with no hidden fees!","Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free. No credit impact! Treat yourself now. Instant decision."
ad_4214,Zip,18-24,3621,3847.5,"Get it now, pay over time.",Don't let tight budgets hold you back. Flexible payment options available now! No credit impact! Treat yourself now. Instant decision.
ad_4215,Klarna,35-44,12360,470.91,Don't wait! Buy today and pay later.,Instant approval! Just select our payment option at checkout. Smart budgeting for your family. No interest fees.
ad_4216,PayPal Pay Later,45-54,3358,3482.27,Unlock your purchasing power.,"We help you buy what you want, when you want it. Download the app today. Smart budgeting for your family. No interest fees."
ad_4217,Zip,18-24,1852,1478.83,"Buy Now, Pay Later with no hidden fees!",Don't let tight budgets hold you back. Flexible payment options available now! No credit impact! Treat yourself now. Instant decision.
ad_4218,Sezzle,35-44,937,125.35,"Get it now, pay over time.","Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free. Smart budgeting for your family. No interest fees."
ad_4219,Klarna,25-34,4017,4075.26,Don't wait! Buy today and pay later.,"Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check. No credit impact! Treat yourself now. Instant decision."
ad_4220,Sezzle,45-54,4232,1850.16,Unlock your purchasing power.,"Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free. Smart budgeting for your family. No interest fees."
ad_4221,Klarna,18-24,5556,4985.71,Don't wait! Buy today and pay later.,Instant approval! Just select our payment option at checkout.
ad_4222,Sezzle,25-34,7609,2438.37,Unlock your purchasing power.,"Manage your cash flow better. Buy the essentials today and pay in small, manageable installments. No credit impact! Treat yourself now. Instant decision."
ad_4223,PayPal Pay Later,35-44,2432,3624.83,"Get it now, pay over time.","Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check."
ad_4224,Sezzle,18-24,3835,3699.23,Split your purchase into 4 easy payments.,Instant approval! Just select our payment option at checkout. No credit impact! Treat yourself now. Instant decision.
ad_4225,Afterpay,25-34,5205,1058.9,Unlock your purchasing power.,Don't let tight budgets hold you back. Flexible payment options available now! No credit impact! Treat yourself now. Instant decision.
ad_4226,Afterpay,18-24,1412,3143.57,Split your purchase into 4 easy payments.,"Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check. No credit impact! Treat yourself now. Instant decision."
ad_4227,Klarna,65+,2346,3258.49,Unlock your purchasing power.,"Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free."
ad_4228,Sezzle,18-24,3284,77.91,Don't wait! Buy today and pay later.,"Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check. No credit impact! Treat yourself now. Instant decision."
ad_4229,Sezzle,25-34,4314,3279.67,Split your purchase into 4 easy payments.,"Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check. No credit impact! Treat yourself now. Instant decision."
ad_4230,PayPal Pay Later,65+,5011,2899.21,Zero interest when you pay in 4.,"We help you buy what you want, when you want it. Download the app today. Smart budgeting for your family. No interest fees."
ad_4231,Sezzle,18-24,934,3731.6,Split your purchase into 4 easy payments.,"Manage your cash flow better. Buy the essentials today and pay in small, manageable installments. No credit impact! Treat yourself now. Instant decision."
ad_4232,PayPal Pay Later,35-44,2158,3864.22,Zero interest when you pay in 4.,"We help you buy what you want, when you want it. Download the app today. Smart budgeting for your family. No interest fees."
ad_4233,Affirm,18-24,886,2210.35,Split your purchase into 4 easy payments.,"Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check. No credit impact! Treat yourself now. Instant decision."
ad_4234,Affirm,18-24,785,2979.17,Don't wait! Buy today and pay later.,"Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free. No credit impact! Treat yourself now. Instant decision."
ad_4235,PayPal Pay Later,18-24,7345,4593.91,Split your purchase into 4 easy payments.,Don't let tight budgets hold you back. Flexible payment options available now!
ad_4236,Affirm,35-44,1823,2218.78,"Get it now, pay over time.","We help you buy what you want, when you want it. Download the app today. Smart budgeting for your family. No interest fees."
ad_4237,Afterpay,25-34,4021,2650.1,"Buy Now, Pay Later with no hidden fees!","Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check."
ad_4238,Sezzle,45-54,6511,2356.61,Split your purchase into 4 easy payments.,"Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free. Smart budgeting for your family. No interest fees."
ad_4239,Sezzle,25-34,9358,248.67,Unlock your purchasing power.,"We help you buy what you want, when you want it. Download the app today. No credit impact! Treat yourself now. Instant decision."
ad_4240,Affirm,45-54,3986,353.94,Zero interest when you pay in 4.,"Manage your cash flow better. Buy the essentials today and pay in small, manageable installments."
ad_4241,Sezzle,18-24,4140,226.38,Don't wait! Buy today and pay later.,"Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free."
ad_4242,Afterpay,55-64,1627,3320.61,"Buy Now, Pay Later with no hidden fees!","Manage your cash flow better. Buy the essentials today and pay in small, manageable installments."
ad_4243,Zip,18-24,1700,78.48,Unlock your purchasing power.,Don't let tight budgets hold you back. Flexible payment options available now!
ad_4244,Zip,45-54,1626,360.72,"Get it now, pay over time.","Manage your cash flow better. Buy the essentials today and pay in small, manageable installments."
ad_4245,Sezzle,25-34,1451,801.63,"Buy Now, Pay Later with no hidden fees!","Manage your cash flow better. Buy the essentials today and pay in small, manageable installments. No credit impact! Treat yourself now. Instant decision."
ad_4246,Afterpay,25-34,2143,3694.22,Don't wait! Buy today and pay later.,Instant approval! Just select our payment option at checkout. No credit impact! Treat yourself now. Instant decision.
ad_4247,Affirm,25-34,1911,3966.39,Unlock your purchasing power.,"Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check. No credit impact! Treat yourself now. Instant decision."
ad_4248,Affirm,45-54,673,3345.96,Split your purchase into 4 easy payments.,"Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free. Smart budgeting for your family. No interest fees."
ad_4249,Zip,18-24,24956,2193.44,Split your purchase into 4 easy payments.,"Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check. No credit impact! Treat yourself now. Instant decision."
ad_4250,Zip,25-34,3403,3089.38,Zero interest when you pay in 4.,"Manage your cash flow better. Buy the essentials today and pay in small, manageable installments. No credit impact! Treat yourself now. Instant decision."
ad_4251,Affirm,25-34,1730,2605.69,"Buy Now, Pay Later with no hidden fees!",Don't let tight budgets hold you back. Flexible payment options available now!
ad_4252,Zip,18-24,3968,4980.77,Don't wait! Buy today and pay later.,"Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free. No credit impact! Treat yourself now. Instant decision."
ad_4253,Zip,25-34,4957,3527.87,Unlock your purchasing power.,"Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free. No credit impact! Treat yourself now. Instant decision."
ad_4254,Klarna,35-44,3527,1402.92,Unlock your purchasing power.,"Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check. Smart budgeting for your family. No interest fees."
ad_4255,Afterpay,35-44,1151,1176.3,Don't wait! Buy today and pay later.,"Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check. Smart budgeting for your family. No interest fees."
ad_4256,PayPal Pay Later,45-54,4752,1411.05,"Buy Now, Pay Later with no hidden fees!",Instant approval! Just select our payment option at checkout. Smart budgeting for your family. No interest fees.
ad_4257,Klarna,35-44,12360,4074.87,Don't wait! Buy today and pay later.,Instant approval! Just select our payment option at checkout.
ad_4258,PayPal Pay Later,18-24,3660,1562.48,"Get it now, pay over time.","We help you buy what you want, when you want it. Download the app today."
ad_4259,Sezzle,35-44,5114,4337.58,"Buy Now, Pay Later with no hidden fees!","Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free. Smart budgeting for your family. No interest fees."
ad_4260,Afterpay,18-24,2045,3404.8,"Buy Now, Pay Later with no hidden fees!","We help you buy what you want, when you want it. Download the app today. No credit impact! Treat yourself now. Instant decision."
